inventory_id,film_id,store_id,last_update
140,28,1,2025-01-29 21:59:44.983815
141,28,1,2025-01-29 21:59:44.983815
142,29,1,2025-01-29 21:59:44.983815
143,29,1,2025-01-29 21:59:44.983815
144,30,1,2025-01-29 21:59:44.983815
145,30,1,2025-01-29 21:59:44.983815
146,31,1,2025-01-29 21:59:44.983815
147,31,1,2025-01-29 21:59:44.983815
148,31,1,2025-01-29 21:59:44.983815
149,31,1,2025-01-29 21:59:44.983815
150,31,2,2025-01-29 21:59:44.983815
151,31,2,2025-01-29 21:59:44.983815
152,31,2,2025-01-29 21:59:44.983815
153,31,2,2025-01-29 21:59:44.983815
154,32,2,2025-01-29 21:59:44.983815
155,32,2,2025-01-29 21:59:44.983815
156,34,2,2025-01-29 21:59:44.983815
157,34,2,2025-01-29 21:59:44.983815
158,34,2,2025-01-29 21:59:44.983815
159,34,2,2025-01-29 21:59:44.983815
160,35,1,2025-01-29 21:59:44.983815
161,35,1,2025-01-29 21:59:44.983815
162,35,1,2025-01-29 21:59:44.983815
163,35,1,2025-01-29 21:59:44.983815
164,35,2,2025-01-29 21:59:44.983815
165,35,2,2025-01-29 21:59:44.983815
166,35,2,2025-01-29 21:59:44.983815
167,37,1,2025-01-29 21:59:44.983815
168,37,1,2025-01-29 21:59:44.983815
169,37,1,2025-01-29 21:59:44.983815
170,37,1,2025-01-29 21:59:44.983815
171,37,2,2025-01-29 21:59:44.983815
172,37,2,2025-01-29 21:59:44.983815
173,37,2,2025-01-29 21:59:44.983815
174,39,1,2025-01-29 21:59:44.983815
175,39,1,2025-01-29 21:59:44.983815
176,39,1,2025-01-29 21:59:44.983815
177,39,2,2025-01-29 21:59:44.983815
178,39,2,2025-01-29 21:59:44.983815
179,39,2,2025-01-29 21:59:44.983815
180,39,2,2025-01-29 21:59:44.983815
181,40,2,2025-01-29 21:59:44.983815
182,40,2,2025-01-29 21:59:44.983815
183,40,2,2025-01-29 21:59:44.983815
184,40,2,2025-01-29 21:59:44.983815
185,42,2,2025-01-29 21:59:44.983815
186,42,2,2025-01-29 21:59:44.983815
187,42,2,2025-01-29 21:59:44.983815
188,42,2,2025-01-29 21:59:44.983815
189,43,1,2025-01-29 21:59:44.983815
190,43,1,2025-01-29 21:59:44.983815
191,43,1,2025-01-29 21:59:44.983815
192,43,2,2025-01-29 21:59:44.983815
193,43,2,2025-01-29 21:59:44.983815
194,43,2,2025-01-29 21:59:44.983815
195,43,2,2025-01-29 21:59:44.983815
196,44,1,2025-01-29 21:59:44.983815
197,44,1,2025-01-29 21:59:44.983815
198,44,2,2025-01-29 21:59:44.983815
199,44,2,2025-01-29 21:59:44.983815
200,44,2,2025-01-29 21:59:44.983815
201,45,1,2025-01-29 21:59:44.983815
202,45,1,2025-01-29 21:59:44.983815
203,45,1,2025-01-29 21:59:44.983815
204,45,1,2025-01-29 21:59:44.983815
205,45,2,2025-01-29 21:59:44.983815
206,45,2,2025-01-29 21:59:44.983815
207,46,2,2025-01-29 21:59:44.983815
208,46,2,2025-01-29 21:59:44.983815
209,46,2,2025-01-29 21:59:44.983815
210,47,2,2025-01-29 21:59:44.983815
211,47,2,2025-01-29 21:59:44.983815
212,48,1,2025-01-29 21:59:44.983815
213,48,1,2025-01-29 21:59:44.983815
214,48,2,2025-01-29 21:59:44.983815
215,48,2,2025-01-29 21:59:44.983815
216,49,1,2025-01-29 21:59:44.983815
217,49,1,2025-01-29 21:59:44.983815
218,49,1,2025-01-29 21:59:44.983815
219,49,2,2025-01-29 21:59:44.983815
220,49,2,2025-01-29 21:59:44.983815
221,49,2,2025-01-29 21:59:44.983815
222,50,1,2025-01-29 21:59:44.983815
223,50,1,2025-01-29 21:59:44.983815
224,50,1,2025-01-29 21:59:44.983815
225,50,2,2025-01-29 21:59:44.983815
226,50,2,2025-01-29 21:59:44.983815
227,51,1,2025-01-29 21:59:44.983815
228,51,1,2025-01-29 21:59:44.983815
229,51,2,2025-01-29 21:59:44.983815
230,51,2,2025-01-29 21:59:44.983815
231,51,2,2025-01-29 21:59:44.983815
232,51,2,2025-01-29 21:59:44.983815
233,52,2,2025-01-29 21:59:44.983815
234,52,2,2025-01-29 21:59:44.983815
235,53,1,2025-01-29 21:59:44.983815
236,53,1,2025-01-29 21:59:44.983815
237,54,1,2025-01-29 21:59:44.983815
238,54,1,2025-01-29 21:59:44.983815
239,54,1,2025-01-29 21:59:44.983815
240,54,2,2025-01-29 21:59:44.983815
241,54,2,2025-01-29 21:59:44.983815
242,55,1,2025-01-29 21:59:44.983815
243,55,1,2025-01-29 21:59:44.983815
244,55,1,2025-01-29 21:59:44.983815
245,55,1,2025-01-29 21:59:44.983815
246,55,2,2025-01-29 21:59:44.983815
247,55,2,2025-01-29 21:59:44.983815
248,56,1,2025-01-29 21:59:44.983815
249,56,1,2025-01-29 21:59:44.983815
250,56,1,2025-01-29 21:59:44.983815
251,56,2,2025-01-29 21:59:44.983815
252,56,2,2025-01-29 21:59:44.983815
253,57,1,2025-01-29 21:59:44.983815
254,57,1,2025-01-29 21:59:44.983815
255,57,1,2025-01-29 21:59:44.983815
256,57,1,2025-01-29 21:59:44.983815
257,57,2,2025-01-29 21:59:44.983815
258,57,2,2025-01-29 21:59:44.983815
259,57,2,2025-01-29 21:59:44.983815
260,58,2,2025-01-29 21:59:44.983815
261,58,2,2025-01-29 21:59:44.983815
262,58,2,2025-01-29 21:59:44.983815
263,58,2,2025-01-29 21:59:44.983815
264,59,1,2025-01-29 21:59:44.983815
265,59,1,2025-01-29 21:59:44.983815
266,59,1,2025-01-29 21:59:44.983815
267,59,2,2025-01-29 21:59:44.983815
268,59,2,2025-01-29 21:59:44.983815
269,60,1,2025-01-29 21:59:44.983815
270,60,1,2025-01-29 21:59:44.983815
271,60,1,2025-01-29 21:59:44.983815
272,61,1,2025-01-29 21:59:44.983815
273,61,1,2025-01-29 21:59:44.983815
274,61,1,2025-01-29 21:59:44.983815
275,61,1,2025-01-29 21:59:44.983815
276,61,2,2025-01-29 21:59:44.983815
277,61,2,2025-01-29 21:59:44.983815
278,62,2,2025-01-29 21:59:44.983815
279,62,2,2025-01-29 21:59:44.983815
280,63,1,2025-01-29 21:59:44.983815
281,63,1,2025-01-29 21:59:44.983815
282,63,2,2025-01-29 21:59:44.983815
283,63,2,2025-01-29 21:59:44.983815
284,64,2,2025-01-29 21:59:44.983815
285,64,2,2025-01-29 21:59:44.983815
286,64,2,2025-01-29 21:59:44.983815
287,65,2,2025-01-29 21:59:44.983815
288,65,2,2025-01-29 21:59:44.983815
289,65,2,2025-01-29 21:59:44.983815
290,65,2,2025-01-29 21:59:44.983815
291,66,1,2025-01-29 21:59:44.983815
292,66,1,2025-01-29 21:59:44.983815
293,66,1,2025-01-29 21:59:44.983815
294,67,1,2025-01-29 21:59:44.983815
295,67,1,2025-01-29 21:59:44.983815
296,67,2,2025-01-29 21:59:44.983815
297,67,2,2025-01-29 21:59:44.983815
298,67,2,2025-01-29 21:59:44.983815
299,67,2,2025-01-29 21:59:44.983815
300,68,1,2025-01-29 21:59:44.983815
301,68,1,2025-01-29 21:59:44.983815
302,68,2,2025-01-29 21:59:44.983815
303,68,2,2025-01-29 21:59:44.983815
304,69,1,2025-01-29 21:59:44.983815
305,69,1,2025-01-29 21:59:44.983815
306,69,1,2025-01-29 21:59:44.983815
307,69,1,2025-01-29 21:59:44.983815
308,69,2,2025-01-29 21:59:44.983815
309,69,2,2025-01-29 21:59:44.983815
310,69,2,2025-01-29 21:59:44.983815
311,69,2,2025-01-29 21:59:44.983815
312,70,1,2025-01-29 21:59:44.983815
313,70,1,2025-01-29 21:59:44.983815
314,70,2,2025-01-29 21:59:44.983815
315,70,2,2025-01-29 21:59:44.983815
316,71,2,2025-01-29 21:59:44.983815
317,71,2,2025-01-29 21:59:44.983815
318,71,2,2025-01-29 21:59:44.983815
319,71,2,2025-01-29 21:59:44.983815
320,72,1,2025-01-29 21:59:44.983815
321,72,1,2025-01-29 21:59:44.983815
322,72,1,2025-01-29 21:59:44.983815
323,72,1,2025-01-29 21:59:44.983815
324,72,2,2025-01-29 21:59:44.983815
325,72,2,2025-01-29 21:59:44.983815
326,73,1,2025-01-29 21:59:44.983815
327,73,1,2025-01-29 21:59:44.983815
328,73,1,2025-01-29 21:59:44.983815
329,73,1,2025-01-29 21:59:44.983815
330,73,2,2025-01-29 21:59:44.983815
331,73,2,2025-01-29 21:59:44.983815
332,73,2,2025-01-29 21:59:44.983815
333,73,2,2025-01-29 21:59:44.983815
334,74,1,2025-01-29 21:59:44.983815
335,74,1,2025-01-29 21:59:44.983815
336,74,1,2025-01-29 21:59:44.983815
337,74,2,2025-01-29 21:59:44.983815
338,74,2,2025-01-29 21:59:44.983815
339,75,2,2025-01-29 21:59:44.983815
340,75,2,2025-01-29 21:59:44.983815
341,75,2,2025-01-29 21:59:44.983815
342,76,1,2025-01-29 21:59:44.983815
343,76,1,2025-01-29 21:59:44.983815
344,76,1,2025-01-29 21:59:44.983815
345,77,1,2025-01-29 21:59:44.983815
346,77,1,2025-01-29 21:59:44.983815
347,77,1,2025-01-29 21:59:44.983815
348,77,1,2025-01-29 21:59:44.983815
349,77,2,2025-01-29 21:59:44.983815
350,77,2,2025-01-29 21:59:44.983815
351,78,1,2025-01-29 21:59:44.983815
352,78,1,2025-01-29 21:59:44.983815
353,78,1,2025-01-29 21:59:44.983815
354,78,2,2025-01-29 21:59:44.983815
355,78,2,2025-01-29 21:59:44.983815
356,78,2,2025-01-29 21:59:44.983815
357,78,2,2025-01-29 21:59:44.983815
358,79,1,2025-01-29 21:59:44.983815
359,79,1,2025-01-29 21:59:44.983815
360,79,1,2025-01-29 21:59:44.983815
361,79,2,2025-01-29 21:59:44.983815
362,79,2,2025-01-29 21:59:44.983815
363,79,2,2025-01-29 21:59:44.983815
364,80,1,2025-01-29 21:59:44.983815
365,80,1,2025-01-29 21:59:44.983815
366,80,1,2025-01-29 21:59:44.983815
367,80,1,2025-01-29 21:59:44.983815
368,81,1,2025-01-29 21:59:44.983815
369,81,1,2025-01-29 21:59:44.983815
370,81,1,2025-01-29 21:59:44.983815
371,81,1,2025-01-29 21:59:44.983815
372,82,1,2025-01-29 21:59:44.983815
373,82,1,2025-01-29 21:59:44.983815
374,83,1,2025-01-29 21:59:44.983815
375,83,1,2025-01-29 21:59:44.983815
376,83,1,2025-01-29 21:59:44.983815
377,83,2,2025-01-29 21:59:44.983815
378,83,2,2025-01-29 21:59:44.983815
379,84,1,2025-01-29 21:59:44.983815
380,84,1,2025-01-29 21:59:44.983815
381,84,1,2025-01-29 21:59:44.983815
382,84,1,2025-01-29 21:59:44.983815
383,85,2,2025-01-29 21:59:44.983815
384,85,2,2025-01-29 21:59:44.983815
385,85,2,2025-01-29 21:59:44.983815
386,85,2,2025-01-29 21:59:44.983815
387,86,1,2025-01-29 21:59:44.983815
388,86,1,2025-01-29 21:59:44.983815
389,86,1,2025-01-29 21:59:44.983815
390,86,1,2025-01-29 21:59:44.983815
391,86,2,2025-01-29 21:59:44.983815
392,86,2,2025-01-29 21:59:44.983815
393,86,2,2025-01-29 21:59:44.983815
394,86,2,2025-01-29 21:59:44.983815
395,88,2,2025-01-29 21:59:44.983815
396,88,2,2025-01-29 21:59:44.983815
397,88,2,2025-01-29 21:59:44.983815
398,88,2,2025-01-29 21:59:44.983815
399,89,1,2025-01-29 21:59:44.983815
400,89,1,2025-01-29 21:59:44.983815
401,89,1,2025-01-29 21:59:44.983815
402,89,2,2025-01-29 21:59:44.983815
403,89,2,2025-01-29 21:59:44.983815
404,89,2,2025-01-29 21:59:44.983815
405,90,1,2025-01-29 21:59:44.983815
406,90,1,2025-01-29 21:59:44.983815
407,90,1,2025-01-29 21:59:44.983815
408,90,2,2025-01-29 21:59:44.983815
409,90,2,2025-01-29 21:59:44.983815
410,90,2,2025-01-29 21:59:44.983815
411,91,1,2025-01-29 21:59:44.983815
412,91,1,2025-01-29 21:59:44.983815
413,91,1,2025-01-29 21:59:44.983815
414,91,1,2025-01-29 21:59:44.983815
415,91,2,2025-01-29 21:59:44.983815
416,91,2,2025-01-29 21:59:44.983815
417,91,2,2025-01-29 21:59:44.983815
418,91,2,2025-01-29 21:59:44.983815
419,92,1,2025-01-29 21:59:44.983815
420,92,1,2025-01-29 21:59:44.983815
421,92,2,2025-01-29 21:59:44.983815
422,92,2,2025-01-29 21:59:44.983815
423,93,2,2025-01-29 21:59:44.983815
424,93,2,2025-01-29 21:59:44.983815
425,93,2,2025-01-29 21:59:44.983815
426,94,1,2025-01-29 21:59:44.983815
427,94,1,2025-01-29 21:59:44.983815
428,95,1,2025-01-29 21:59:44.983815
429,95,1,2025-01-29 21:59:44.983815
430,95,2,2025-01-29 21:59:44.983815
431,95,2,2025-01-29 21:59:44.983815
432,95,2,2025-01-29 21:59:44.983815
433,96,1,2025-01-29 21:59:44.983815
434,96,1,2025-01-29 21:59:44.983815
435,96,1,2025-01-29 21:59:44.983815
436,97,1,2025-01-29 21:59:44.983815
437,97,1,2025-01-29 21:59:44.983815
438,97,1,2025-01-29 21:59:44.983815
439,97,1,2025-01-29 21:59:44.983815
440,97,2,2025-01-29 21:59:44.983815
441,97,2,2025-01-29 21:59:44.983815
442,98,1,2025-01-29 21:59:44.983815
443,98,1,2025-01-29 21:59:44.983815
444,98,1,2025-01-29 21:59:44.983815
445,99,1,2025-01-29 21:59:44.983815
446,99,1,2025-01-29 21:59:44.983815
447,99,1,2025-01-29 21:59:44.983815
448,99,2,2025-01-29 21:59:44.983815
449,99,2,2025-01-29 21:59:44.983815
450,99,2,2025-01-29 21:59:44.983815
451,100,1,2025-01-29 21:59:44.983815
452,100,1,2025-01-29 21:59:44.983815
453,100,1,2025-01-29 21:59:44.983815
454,100,1,2025-01-29 21:59:44.983815
455,100,2,2025-01-29 21:59:44.983815
456,100,2,2025-01-29 21:59:44.983815
457,101,1,2025-01-29 21:59:44.983815
458,101,1,2025-01-29 21:59:44.983815
459,101,1,2025-01-29 21:59:44.983815
460,101,1,2025-01-29 21:59:44.983815
461,101,2,2025-01-29 21:59:44.983815
462,101,2,2025-01-29 21:59:44.983815
463,102,2,2025-01-29 21:59:44.983815
464,102,2,2025-01-29 21:59:44.983815
465,103,1,2025-01-29 21:59:44.983815
466,103,1,2025-01-29 21:59:44.983815
467,103,1,2025-01-29 21:59:44.983815
468,103,1,2025-01-29 21:59:44.983815
469,103,2,2025-01-29 21:59:44.983815
470,103,2,2025-01-29 21:59:44.983815
471,103,2,2025-01-29 21:59:44.983815
472,103,2,2025-01-29 21:59:44.983815
473,104,2,2025-01-29 21:59:44.983815
474,104,2,2025-01-29 21:59:44.983815
475,104,2,2025-01-29 21:59:44.983815
476,105,1,2025-01-29 21:59:44.983815
477,105,1,2025-01-29 21:59:44.983815
478,105,2,2025-01-29 21:59:44.983815
479,105,2,2025-01-29 21:59:44.983815
480,105,2,2025-01-29 21:59:44.983815
481,106,1,2025-01-29 21:59:44.983815
482,106,1,2025-01-29 21:59:44.983815
483,107,2,2025-01-29 21:59:44.983815
484,107,2,2025-01-29 21:59:44.983815
485,109,1,2025-01-29 21:59:44.983815
486,109,1,2025-01-29 21:59:44.983815
487,109,1,2025-01-29 21:59:44.983815
488,109,1,2025-01-29 21:59:44.983815
489,109,2,2025-01-29 21:59:44.983815
490,109,2,2025-01-29 21:59:44.983815
491,109,2,2025-01-29 21:59:44.983815
492,109,2,2025-01-29 21:59:44.983815
493,110,1,2025-01-29 21:59:44.983815
494,110,1,2025-01-29 21:59:44.983815
495,110,1,2025-01-29 21:59:44.983815
496,110,1,2025-01-29 21:59:44.983815
497,111,2,2025-01-29 21:59:44.983815
498,111,2,2025-01-29 21:59:44.983815
499,111,2,2025-01-29 21:59:44.983815
500,111,2,2025-01-29 21:59:44.983815
501,112,1,2025-01-29 21:59:44.983815
502,112,1,2025-01-29 21:59:44.983815
503,112,1,2025-01-29 21:59:44.983815
504,112,1,2025-01-29 21:59:44.983815
505,112,2,2025-01-29 21:59:44.983815
506,112,2,2025-01-29 21:59:44.983815
507,112,2,2025-01-29 21:59:44.983815
508,113,2,2025-01-29 21:59:44.983815
509,113,2,2025-01-29 21:59:44.983815
510,113,2,2025-01-29 21:59:44.983815
511,113,2,2025-01-29 21:59:44.983815
512,114,1,2025-01-29 21:59:44.983815
513,114,1,2025-01-29 21:59:44.983815
514,114,1,2025-01-29 21:59:44.983815
515,114,1,2025-01-29 21:59:44.983815
516,114,2,2025-01-29 21:59:44.983815
517,114,2,2025-01-29 21:59:44.983815
518,114,2,2025-01-29 21:59:44.983815
519,115,1,2025-01-29 21:59:44.983815
520,115,1,2025-01-29 21:59:44.983815
521,115,1,2025-01-29 21:59:44.983815
522,115,2,2025-01-29 21:59:44.983815
523,115,2,2025-01-29 21:59:44.983815
524,115,2,2025-01-29 21:59:44.983815
525,115,2,2025-01-29 21:59:44.983815
526,116,1,2025-01-29 21:59:44.983815
527,116,1,2025-01-29 21:59:44.983815
528,116,2,2025-01-29 21:59:44.983815
529,116,2,2025-01-29 21:59:44.983815
530,116,2,2025-01-29 21:59:44.983815
531,116,2,2025-01-29 21:59:44.983815
532,117,1,2025-01-29 21:59:44.983815
533,117,1,2025-01-29 21:59:44.983815
534,117,1,2025-01-29 21:59:44.983815
535,117,1,2025-01-29 21:59:44.983815
536,117,2,2025-01-29 21:59:44.983815
537,117,2,2025-01-29 21:59:44.983815
538,118,1,2025-01-29 21:59:44.983815
539,118,1,2025-01-29 21:59:44.983815
540,118,1,2025-01-29 21:59:44.983815
541,118,1,2025-01-29 21:59:44.983815
542,118,2,2025-01-29 21:59:44.983815
543,118,2,2025-01-29 21:59:44.983815
544,119,1,2025-01-29 21:59:44.983815
545,119,1,2025-01-29 21:59:44.983815
546,119,1,2025-01-29 21:59:44.983815
547,119,2,2025-01-29 21:59:44.983815
548,119,2,2025-01-29 21:59:44.983815
549,119,2,2025-01-29 21:59:44.983815
550,119,2,2025-01-29 21:59:44.983815
551,120,1,2025-01-29 21:59:44.983815
552,120,1,2025-01-29 21:59:44.983815
553,120,1,2025-01-29 21:59:44.983815
554,121,1,2025-01-29 21:59:44.983815
555,121,1,2025-01-29 21:59:44.983815
556,121,1,2025-01-29 21:59:44.983815
557,121,2,2025-01-29 21:59:44.983815
558,121,2,2025-01-29 21:59:44.983815
559,121,2,2025-01-29 21:59:44.983815
560,122,1,2025-01-29 21:59:44.983815
561,122,1,2025-01-29 21:59:44.983815
562,122,1,2025-01-29 21:59:44.983815
563,122,1,2025-01-29 21:59:44.983815
564,122,2,2025-01-29 21:59:44.983815
565,122,2,2025-01-29 21:59:44.983815
566,122,2,2025-01-29 21:59:44.983815
567,123,1,2025-01-29 21:59:44.983815
568,123,1,2025-01-29 21:59:44.983815
569,123,2,2025-01-29 21:59:44.983815
570,123,2,2025-01-29 21:59:44.983815
571,123,2,2025-01-29 21:59:44.983815
572,124,2,2025-01-29 21:59:44.983815
573,124,2,2025-01-29 21:59:44.983815
574,124,2,2025-01-29 21:59:44.983815
575,125,2,2025-01-29 21:59:44.983815
576,125,2,2025-01-29 21:59:44.983815
577,126,2,2025-01-29 21:59:44.983815
578,126,2,2025-01-29 21:59:44.983815
579,126,2,2025-01-29 21:59:44.983815
580,127,1,2025-01-29 21:59:44.983815
581,127,1,2025-01-29 21:59:44.983815
582,127,1,2025-01-29 21:59:44.983815
583,127,1,2025-01-29 21:59:44.983815
584,127,2,2025-01-29 21:59:44.983815
585,127,2,2025-01-29 21:59:44.983815
586,127,2,2025-01-29 21:59:44.983815
587,127,2,2025-01-29 21:59:44.983815
588,129,1,2025-01-29 21:59:44.983815
589,129,1,2025-01-29 21:59:44.983815
590,129,1,2025-01-29 21:59:44.983815
591,129,2,2025-01-29 21:59:44.983815
592,129,2,2025-01-29 21:59:44.983815
593,129,2,2025-01-29 21:59:44.983815
594,130,1,2025-01-29 21:59:44.983815
595,130,1,2025-01-29 21:59:44.983815
596,130,2,2025-01-29 21:59:44.983815
597,130,2,2025-01-29 21:59:44.983815
598,130,2,2025-01-29 21:59:44.983815
599,130,2,2025-01-29 21:59:44.983815
600,131,1,2025-01-29 21:59:44.983815
601,131,1,2025-01-29 21:59:44.983815
602,131,1,2025-01-29 21:59:44.983815
603,131,1,2025-01-29 21:59:44.983815
604,131,2,2025-01-29 21:59:44.983815
605,131,2,2025-01-29 21:59:44.983815
606,132,1,2025-01-29 21:59:44.983815
607,132,1,2025-01-29 21:59:44.983815
608,132,1,2025-01-29 21:59:44.983815
609,132,1,2025-01-29 21:59:44.983815
610,132,2,2025-01-29 21:59:44.983815
611,132,2,2025-01-29 21:59:44.983815
612,133,1,2025-01-29 21:59:44.983815
613,133,1,2025-01-29 21:59:44.983815
614,133,2,2025-01-29 21:59:44.983815
615,133,2,2025-01-29 21:59:44.983815
616,134,2,2025-01-29 21:59:44.983815
617,134,2,2025-01-29 21:59:44.983815
618,134,2,2025-01-29 21:59:44.983815
619,135,1,2025-01-29 21:59:44.983815
620,135,1,2025-01-29 21:59:44.983815
621,135,1,2025-01-29 21:59:44.983815
622,135,2,2025-01-29 21:59:44.983815
623,135,2,2025-01-29 21:59:44.983815
624,135,2,2025-01-29 21:59:44.983815
625,135,2,2025-01-29 21:59:44.983815
626,136,1,2025-01-29 21:59:44.983815
627,136,1,2025-01-29 21:59:44.983815
628,136,1,2025-01-29 21:59:44.983815
629,137,2,2025-01-29 21:59:44.983815
630,137,2,2025-01-29 21:59:44.983815
631,137,2,2025-01-29 21:59:44.983815
632,137,2,2025-01-29 21:59:44.983815
633,138,1,2025-01-29 21:59:44.983815
634,138,1,2025-01-29 21:59:44.983815
