city_id,city,country_id,last_update
40,Atlixco,60,2025-01-29 21:20:28.425555
41,Augusta-Richmond County,103,2025-01-29 21:20:28.425555
42,Aurora,103,2025-01-29 21:20:28.425555
43,Avellaneda,6,2025-01-29 21:20:28.425555
44,Bag,15,2025-01-29 21:20:28.425555
45,Baha Blanca,6,2025-01-29 21:20:28.425555
46,Baicheng,23,2025-01-29 21:20:28.425555
47,Baiyin,23,2025-01-29 21:20:28.425555
48,Baku,10,2025-01-29 21:20:28.425555
49,Balaiha,80,2025-01-29 21:20:28.425555
50,Balikesir,97,2025-01-29 21:20:28.425555
51,Balurghat,44,2025-01-29 21:20:28.425555
52,Bamenda,19,2025-01-29 21:20:28.425555
53,Bandar Seri Begawan,16,2025-01-29 21:20:28.425555
54,Banjul,37,2025-01-29 21:20:28.425555
55,Barcelona,104,2025-01-29 21:20:28.425555
56,Basel,91,2025-01-29 21:20:28.425555
57,Bat Yam,48,2025-01-29 21:20:28.425555
58,Batman,97,2025-01-29 21:20:28.425555
59,Batna,2,2025-01-29 21:20:28.425555
60,Battambang,18,2025-01-29 21:20:28.425555
61,Baybay,75,2025-01-29 21:20:28.425555
62,Bayugan,75,2025-01-29 21:20:28.425555
63,Bchar,2,2025-01-29 21:20:28.425555
64,Beira,63,2025-01-29 21:20:28.425555
65,Bellevue,103,2025-01-29 21:20:28.425555
66,Belm,15,2025-01-29 21:20:28.425555
67,Benguela,4,2025-01-29 21:20:28.425555
68,Beni-Mellal,62,2025-01-29 21:20:28.425555
69,Benin City,69,2025-01-29 21:20:28.425555
70,Bergamo,49,2025-01-29 21:20:28.425555
71,Berhampore (Baharampur),44,2025-01-29 21:20:28.425555
72,Bern,91,2025-01-29 21:20:28.425555
73,Bhavnagar,44,2025-01-29 21:20:28.425555
74,Bhilwara,44,2025-01-29 21:20:28.425555
75,Bhimavaram,44,2025-01-29 21:20:28.425555
76,Bhopal,44,2025-01-29 21:20:28.425555
77,Bhusawal,44,2025-01-29 21:20:28.425555
78,Bijapur,44,2025-01-29 21:20:28.425555
79,Bilbays,29,2025-01-29 21:20:28.425555
80,Binzhou,23,2025-01-29 21:20:28.425555
81,Birgunj,66,2025-01-29 21:20:28.425555
82,Bislig,75,2025-01-29 21:20:28.425555
83,Blumenau,15,2025-01-29 21:20:28.425555
84,Boa Vista,15,2025-01-29 21:20:28.425555
85,Boksburg,85,2025-01-29 21:20:28.425555
86,Botosani,78,2025-01-29 21:20:28.425555
87,Botshabelo,85,2025-01-29 21:20:28.425555
88,Bradford,102,2025-01-29 21:20:28.425555
89,Braslia,15,2025-01-29 21:20:28.425555
90,Bratislava,84,2025-01-29 21:20:28.425555
91,Brescia,49,2025-01-29 21:20:28.425555
92,Brest,34,2025-01-29 21:20:28.425555
93,Brindisi,49,2025-01-29 21:20:28.425555
94,Brockton,103,2025-01-29 21:20:28.425555
95,Bucuresti,78,2025-01-29 21:20:28.425555
96,Buenaventura,24,2025-01-29 21:20:28.425555
97,Bydgoszcz,76,2025-01-29 21:20:28.425555
98,Cabuyao,75,2025-01-29 21:20:28.425555
99,Callao,74,2025-01-29 21:20:28.425555
100,Cam Ranh,105,2025-01-29 21:20:28.425555
101,Cape Coral,103,2025-01-29 21:20:28.425555
102,Caracas,104,2025-01-29 21:20:28.425555
103,Carmen,60,2025-01-29 21:20:28.425555
104,Cavite,75,2025-01-29 21:20:28.425555
105,Cayenne,35,2025-01-29 21:20:28.425555
106,Celaya,60,2025-01-29 21:20:28.425555
107,Chandrapur,44,2025-01-29 21:20:28.425555
108,Changhwa,92,2025-01-29 21:20:28.425555
109,Changzhou,23,2025-01-29 21:20:28.425555
110,Chapra,44,2025-01-29 21:20:28.425555
111,Charlotte Amalie,106,2025-01-29 21:20:28.425555
112,Chatsworth,85,2025-01-29 21:20:28.425555
113,Cheju,86,2025-01-29 21:20:28.425555
114,Chiayi,92,2025-01-29 21:20:28.425555
115,Chisinau,61,2025-01-29 21:20:28.425555
116,Chungho,92,2025-01-29 21:20:28.425555
117,Cianjur,45,2025-01-29 21:20:28.425555
118,Ciomas,45,2025-01-29 21:20:28.425555
119,Ciparay,45,2025-01-29 21:20:28.425555
120,Citrus Heights,103,2025-01-29 21:20:28.425555
121,Citt del Vaticano,41,2025-01-29 21:20:28.425555
122,Ciudad del Este,73,2025-01-29 21:20:28.425555
123,Clarksville,103,2025-01-29 21:20:28.425555
124,Coacalco de Berriozbal,60,2025-01-29 21:20:28.425555
125,Coatzacoalcos,60,2025-01-29 21:20:28.425555
126,Compton,103,2025-01-29 21:20:28.425555
127,Coquimbo,22,2025-01-29 21:20:28.425555
128,Crdoba,6,2025-01-29 21:20:28.425555
129,Cuauhtmoc,60,2025-01-29 21:20:28.425555
130,Cuautla,60,2025-01-29 21:20:28.425555
131,Cuernavaca,60,2025-01-29 21:20:28.425555
132,Cuman,104,2025-01-29 21:20:28.425555
133,Czestochowa,76,2025-01-29 21:20:28.425555
134,Dadu,72,2025-01-29 21:20:28.425555
135,Dallas,103,2025-01-29 21:20:28.425555
136,Datong,23,2025-01-29 21:20:28.425555
137,Daugavpils,54,2025-01-29 21:20:28.425555
138,Davao,75,2025-01-29 21:20:28.425555
139,Daxian,23,2025-01-29 21:20:28.425555
140,Dayton,103,2025-01-29 21:20:28.425555
141,Deba Habe,69,2025-01-29 21:20:28.425555
142,Denizli,97,2025-01-29 21:20:28.425555
143,Dhaka,12,2025-01-29 21:20:28.425555
144,Dhule (Dhulia),44,2025-01-29 21:20:28.425555
145,Dongying,23,2025-01-29 21:20:28.425555
146,Donostia-San Sebastin,87,2025-01-29 21:20:28.425555
147,Dos Quebradas,24,2025-01-29 21:20:28.425555
148,Duisburg,38,2025-01-29 21:20:28.425555
149,Dundee,102,2025-01-29 21:20:28.425555
150,Dzerzinsk,80,2025-01-29 21:20:28.425555
151,Ede,67,2025-01-29 21:20:28.425555
152,Effon-Alaiye,69,2025-01-29 21:20:28.425555
153,El Alto,14,2025-01-29 21:20:28.425555
154,El Fuerte,60,2025-01-29 21:20:28.425555
155,El Monte,103,2025-01-29 21:20:28.425555
156,Elista,80,2025-01-29 21:20:28.425555
157,Emeishan,23,2025-01-29 21:20:28.425555
158,Emmen,67,2025-01-29 21:20:28.425555
159,Enshi,23,2025-01-29 21:20:28.425555
160,Erlangen,38,2025-01-29 21:20:28.425555
161,Escobar,6,2025-01-29 21:20:28.425555
162,Esfahan,46,2025-01-29 21:20:28.425555
163,Eskisehir,97,2025-01-29 21:20:28.425555
164,Etawah,44,2025-01-29 21:20:28.425555
165,Ezeiza,6,2025-01-29 21:20:28.425555
166,Ezhou,23,2025-01-29 21:20:28.425555
167,Faaa,36,2025-01-29 21:20:28.425555
168,Fengshan,92,2025-01-29 21:20:28.425555
169,Firozabad,44,2025-01-29 21:20:28.425555
170,Florencia,24,2025-01-29 21:20:28.425555
171,Fontana,103,2025-01-29 21:20:28.425555
172,Fukuyama,50,2025-01-29 21:20:28.425555
173,Funafuti,99,2025-01-29 21:20:28.425555
174,Fuyu,23,2025-01-29 21:20:28.425555
175,Fuzhou,23,2025-01-29 21:20:28.425555
176,Gandhinagar,44,2025-01-29 21:20:28.425555
177,Garden Grove,103,2025-01-29 21:20:28.425555
178,Garland,103,2025-01-29 21:20:28.425555
179,Gatineau,20,2025-01-29 21:20:28.425555
180,Gaziantep,97,2025-01-29 21:20:28.425555
181,Gijn,87,2025-01-29 21:20:28.425555
182,Gingoog,75,2025-01-29 21:20:28.425555
183,Goinia,15,2025-01-29 21:20:28.425555
184,Gorontalo,45,2025-01-29 21:20:28.425555
185,Grand Prairie,103,2025-01-29 21:20:28.425555
186,Graz,9,2025-01-29 21:20:28.425555
187,Greensboro,103,2025-01-29 21:20:28.425555
188,Guadalajara,60,2025-01-29 21:20:28.425555
189,Guaruj,15,2025-01-29 21:20:28.425555
190,guas Lindas de Gois,15,2025-01-29 21:20:28.425555
191,Gulbarga,44,2025-01-29 21:20:28.425555
192,Hagonoy,75,2025-01-29 21:20:28.425555
193,Haining,23,2025-01-29 21:20:28.425555
194,Haiphong,105,2025-01-29 21:20:28.425555
195,Haldia,44,2025-01-29 21:20:28.425555
196,Halifax,20,2025-01-29 21:20:28.425555
197,Halisahar,44,2025-01-29 21:20:28.425555
198,Halle/Saale,38,2025-01-29 21:20:28.425555
199,Hami,23,2025-01-29 21:20:28.425555
200,Hamilton,68,2025-01-29 21:20:28.425555
201,Hanoi,105,2025-01-29 21:20:28.425555
202,Hidalgo,60,2025-01-29 21:20:28.425555
203,Higashiosaka,50,2025-01-29 21:20:28.425555
204,Hino,50,2025-01-29 21:20:28.425555
205,Hiroshima,50,2025-01-29 21:20:28.425555
206,Hodeida,107,2025-01-29 21:20:28.425555
207,Hohhot,23,2025-01-29 21:20:28.425555
208,Hoshiarpur,44,2025-01-29 21:20:28.425555
209,Hsichuh,92,2025-01-29 21:20:28.425555
210,Huaian,23,2025-01-29 21:20:28.425555
211,Hubli-Dharwad,44,2025-01-29 21:20:28.425555
212,Huejutla de Reyes,60,2025-01-29 21:20:28.425555
213,Huixquilucan,60,2025-01-29 21:20:28.425555
214,Hunuco,74,2025-01-29 21:20:28.425555
215,Ibirit,15,2025-01-29 21:20:28.425555
216,Idfu,29,2025-01-29 21:20:28.425555
217,Ife,69,2025-01-29 21:20:28.425555
218,Ikerre,69,2025-01-29 21:20:28.425555
219,Iligan,75,2025-01-29 21:20:28.425555
220,Ilorin,69,2025-01-29 21:20:28.425555
221,Imus,75,2025-01-29 21:20:28.425555
222,Inegl,97,2025-01-29 21:20:28.425555
223,Ipoh,59,2025-01-29 21:20:28.425555
224,Isesaki,50,2025-01-29 21:20:28.425555
225,Ivanovo,80,2025-01-29 21:20:28.425555
226,Iwaki,50,2025-01-29 21:20:28.425555
227,Iwakuni,50,2025-01-29 21:20:28.425555
228,Iwatsuki,50,2025-01-29 21:20:28.425555
229,Izumisano,50,2025-01-29 21:20:28.425555
230,Jaffna,88,2025-01-29 21:20:28.425555
231,Jaipur,44,2025-01-29 21:20:28.425555
232,Jakarta,45,2025-01-29 21:20:28.425555
233,Jalib al-Shuyukh,53,2025-01-29 21:20:28.425555
234,Jamalpur,12,2025-01-29 21:20:28.425555
235,Jaroslavl,80,2025-01-29 21:20:28.425555
236,Jastrzebie-Zdrj,76,2025-01-29 21:20:28.425555
237,Jedda,82,2025-01-29 21:20:28.425555
238,Jelets,80,2025-01-29 21:20:28.425555
239,Jhansi,44,2025-01-29 21:20:28.425555
240,Jinchang,23,2025-01-29 21:20:28.425555
241,Jining,23,2025-01-29 21:20:28.425555
242,Jinzhou,23,2025-01-29 21:20:28.425555
243,Jodhpur,44,2025-01-29 21:20:28.425555
244,Johannesburg,85,2025-01-29 21:20:28.425555
245,Joliet,103,2025-01-29 21:20:28.425555
246,Jos Azueta,60,2025-01-29 21:20:28.425555
247,Juazeiro do Norte,15,2025-01-29 21:20:28.425555
248,Juiz de Fora,15,2025-01-29 21:20:28.425555
249,Junan,23,2025-01-29 21:20:28.425555
250,Jurez,60,2025-01-29 21:20:28.425555
251,Kabul,1,2025-01-29 21:20:28.425555
252,Kaduna,69,2025-01-29 21:20:28.425555
253,Kakamigahara,50,2025-01-29 21:20:28.425555
254,Kaliningrad,80,2025-01-29 21:20:28.425555
255,Kalisz,76,2025-01-29 21:20:28.425555
256,Kamakura,50,2025-01-29 21:20:28.425555
257,Kamarhati,44,2025-01-29 21:20:28.425555
258,Kamjanets-Podilskyi,100,2025-01-29 21:20:28.425555
259,Kamyin,80,2025-01-29 21:20:28.425555
260,Kanazawa,50,2025-01-29 21:20:28.425555
261,Kanchrapara,44,2025-01-29 21:20:28.425555
262,Kansas City,103,2025-01-29 21:20:28.425555
263,Karnal,44,2025-01-29 21:20:28.425555
264,Katihar,44,2025-01-29 21:20:28.425555
265,Kermanshah,46,2025-01-29 21:20:28.425555
266,Kilis,97,2025-01-29 21:20:28.425555
267,Kimberley,85,2025-01-29 21:20:28.425555
268,Kimchon,86,2025-01-29 21:20:28.425555
269,Kingstown,81,2025-01-29 21:20:28.425555
270,Kirovo-Tepetsk,80,2025-01-29 21:20:28.425555
271,Kisumu,52,2025-01-29 21:20:28.425555
272,Kitwe,109,2025-01-29 21:20:28.425555
273,Klerksdorp,85,2025-01-29 21:20:28.425555
274,Kolpino,80,2025-01-29 21:20:28.425555
275,Konotop,100,2025-01-29 21:20:28.425555
276,Koriyama,50,2025-01-29 21:20:28.425555
277,Korla,23,2025-01-29 21:20:28.425555
278,Korolev,80,2025-01-29 21:20:28.425555
279,Kowloon and New Kowloon,42,2025-01-29 21:20:28.425555
280,Kragujevac,108,2025-01-29 21:20:28.425555
281,Ktahya,97,2025-01-29 21:20:28.425555
282,Kuching,59,2025-01-29 21:20:28.425555
283,Kumbakonam,44,2025-01-29 21:20:28.425555
284,Kurashiki,50,2025-01-29 21:20:28.425555
285,Kurgan,80,2025-01-29 21:20:28.425555
286,Kursk,80,2025-01-29 21:20:28.425555
287,Kuwana,50,2025-01-29 21:20:28.425555
288,La Paz,60,2025-01-29 21:20:28.425555
289,La Plata,6,2025-01-29 21:20:28.425555
290,La Romana,27,2025-01-29 21:20:28.425555
291,Laiwu,23,2025-01-29 21:20:28.425555
292,Lancaster,103,2025-01-29 21:20:28.425555
293,Laohekou,23,2025-01-29 21:20:28.425555
294,Lapu-Lapu,75,2025-01-29 21:20:28.425555
295,Laredo,103,2025-01-29 21:20:28.425555
296,Lausanne,91,2025-01-29 21:20:28.425555
297,Le Mans,34,2025-01-29 21:20:28.425555
298,Lengshuijiang,23,2025-01-29 21:20:28.425555
299,Leshan,23,2025-01-29 21:20:28.425555
300,Lethbridge,20,2025-01-29 21:20:28.425555
301,Lhokseumawe,45,2025-01-29 21:20:28.425555
302,Liaocheng,23,2025-01-29 21:20:28.425555
303,Liepaja,54,2025-01-29 21:20:28.425555
304,Lilongwe,58,2025-01-29 21:20:28.425555
305,Lima,74,2025-01-29 21:20:28.425555
306,Lincoln,103,2025-01-29 21:20:28.425555
307,Linz,9,2025-01-29 21:20:28.425555
308,Lipetsk,80,2025-01-29 21:20:28.425555
309,Livorno,49,2025-01-29 21:20:28.425555
310,Ljubertsy,80,2025-01-29 21:20:28.425555
311,Loja,28,2025-01-29 21:20:28.425555
312,London,102,2025-01-29 21:20:28.425555
313,London,20,2025-01-29 21:20:28.425555
314,Lublin,76,2025-01-29 21:20:28.425555
315,Lubumbashi,25,2025-01-29 21:20:28.425555
316,Lungtan,92,2025-01-29 21:20:28.425555
317,Luzinia,15,2025-01-29 21:20:28.425555
318,Madiun,45,2025-01-29 21:20:28.425555
319,Mahajanga,57,2025-01-29 21:20:28.425555
320,Maikop,80,2025-01-29 21:20:28.425555
321,Malm,90,2025-01-29 21:20:28.425555
322,Manchester,103,2025-01-29 21:20:28.425555
323,Mandaluyong,75,2025-01-29 21:20:28.425555
324,Mandi Bahauddin,72,2025-01-29 21:20:28.425555
325,Mannheim,38,2025-01-29 21:20:28.425555
326,Maracabo,104,2025-01-29 21:20:28.425555
327,Mardan,72,2025-01-29 21:20:28.425555
328,Maring,15,2025-01-29 21:20:28.425555
329,Masqat,71,2025-01-29 21:20:28.425555
330,Matamoros,60,2025-01-29 21:20:28.425555
331,Matsue,50,2025-01-29 21:20:28.425555
332,Meixian,23,2025-01-29 21:20:28.425555
333,Memphis,103,2025-01-29 21:20:28.425555
334,Merlo,6,2025-01-29 21:20:28.425555
335,Mexicali,60,2025-01-29 21:20:28.425555
336,Miraj,44,2025-01-29 21:20:28.425555
337,Mit Ghamr,29,2025-01-29 21:20:28.425555
338,Miyakonojo,50,2025-01-29 21:20:28.425555
339,Mogiljov,13,2025-01-29 21:20:28.425555
340,Molodetno,13,2025-01-29 21:20:28.425555
341,Monclova,60,2025-01-29 21:20:28.425555
342,Monywa,64,2025-01-29 21:20:28.425555
343,Moscow,80,2025-01-29 21:20:28.425555
344,Mosul,47,2025-01-29 21:20:28.425555
345,Mukateve,100,2025-01-29 21:20:28.425555
346,Munger (Monghyr),44,2025-01-29 21:20:28.425555
347,Mwanza,93,2025-01-29 21:20:28.425555
348,Mwene-Ditu,25,2025-01-29 21:20:28.425555
349,Myingyan,64,2025-01-29 21:20:28.425555
350,Mysore,44,2025-01-29 21:20:28.425555
351,Naala-Porto,63,2025-01-29 21:20:28.425555
352,Nabereznyje Telny,80,2025-01-29 21:20:28.425555
353,Nador,62,2025-01-29 21:20:28.425555
354,Nagaon,44,2025-01-29 21:20:28.425555
355,Nagareyama,50,2025-01-29 21:20:28.425555
356,Najafabad,46,2025-01-29 21:20:28.425555
357,Naju,86,2025-01-29 21:20:28.425555
358,Nakhon Sawan,94,2025-01-29 21:20:28.425555
359,Nam Dinh,105,2025-01-29 21:20:28.425555
360,Namibe,4,2025-01-29 21:20:28.425555
361,Nantou,92,2025-01-29 21:20:28.425555
362,Nanyang,23,2025-01-29 21:20:28.425555
363,NDjamna,21,2025-01-29 21:20:28.425555
364,Newcastle,85,2025-01-29 21:20:28.425555
365,Nezahualcyotl,60,2025-01-29 21:20:28.425555
366,Nha Trang,105,2025-01-29 21:20:28.425555
367,Niznekamsk,80,2025-01-29 21:20:28.425555
368,Novi Sad,108,2025-01-29 21:20:28.425555
369,Novoterkassk,80,2025-01-29 21:20:28.425555
370,Nukualofa,95,2025-01-29 21:20:28.425555
371,Nuuk,40,2025-01-29 21:20:28.425555
372,Nyeri,52,2025-01-29 21:20:28.425555
373,Ocumare del Tuy,104,2025-01-29 21:20:28.425555
374,Ogbomosho,69,2025-01-29 21:20:28.425555
375,Okara,72,2025-01-29 21:20:28.425555
376,Okayama,50,2025-01-29 21:20:28.425555
377,Okinawa,50,2025-01-29 21:20:28.425555
378,Olomouc,26,2025-01-29 21:20:28.425555
379,Omdurman,89,2025-01-29 21:20:28.425555
380,Omiya,50,2025-01-29 21:20:28.425555
381,Ondo,69,2025-01-29 21:20:28.425555
382,Onomichi,50,2025-01-29 21:20:28.425555
383,Oshawa,20,2025-01-29 21:20:28.425555
384,Osmaniye,97,2025-01-29 21:20:28.425555
385,ostka,100,2025-01-29 21:20:28.425555
386,Otsu,50,2025-01-29 21:20:28.425555
387,Oulu,33,2025-01-29 21:20:28.425555
388,Ourense (Orense),87,2025-01-29 21:20:28.425555
389,Owo,69,2025-01-29 21:20:28.425555
390,Oyo,69,2025-01-29 21:20:28.425555
391,Ozamis,75,2025-01-29 21:20:28.425555
392,Paarl,85,2025-01-29 21:20:28.425555
393,Pachuca de Soto,60,2025-01-29 21:20:28.425555
394,Pak Kret,94,2025-01-29 21:20:28.425555
395,Palghat (Palakkad),44,2025-01-29 21:20:28.425555
396,Pangkal Pinang,45,2025-01-29 21:20:28.425555
397,Papeete,36,2025-01-29 21:20:28.425555
398,Parbhani,44,2025-01-29 21:20:28.425555
399,Pathankot,44,2025-01-29 21:20:28.425555
400,Patiala,44,2025-01-29 21:20:28.425555
401,Patras,39,2025-01-29 21:20:28.425555
402,Pavlodar,51,2025-01-29 21:20:28.425555
403,Pemalang,45,2025-01-29 21:20:28.425555
404,Peoria,103,2025-01-29 21:20:28.425555
405,Pereira,24,2025-01-29 21:20:28.425555
406,Phnom Penh,18,2025-01-29 21:20:28.425555
407,Pingxiang,23,2025-01-29 21:20:28.425555
408,Pjatigorsk,80,2025-01-29 21:20:28.425555
409,Plock,76,2025-01-29 21:20:28.425555
410,Po,15,2025-01-29 21:20:28.425555
411,Ponce,77,2025-01-29 21:20:28.425555
412,Pontianak,45,2025-01-29 21:20:28.425555
413,Poos de Caldas,15,2025-01-29 21:20:28.425555
414,Portoviejo,28,2025-01-29 21:20:28.425555
415,Probolinggo,45,2025-01-29 21:20:28.425555
416,Pudukkottai,44,2025-01-29 21:20:28.425555
417,Pune,44,2025-01-29 21:20:28.425555
418,Purnea (Purnia),44,2025-01-29 21:20:28.425555
419,Purwakarta,45,2025-01-29 21:20:28.425555
420,Pyongyang,70,2025-01-29 21:20:28.425555
421,Qalyub,29,2025-01-29 21:20:28.425555
422,Qinhuangdao,23,2025-01-29 21:20:28.425555
423,Qomsheh,46,2025-01-29 21:20:28.425555
424,Quilmes,6,2025-01-29 21:20:28.425555
425,Rae Bareli,44,2025-01-29 21:20:28.425555
426,Rajkot,44,2025-01-29 21:20:28.425555
427,Rampur,44,2025-01-29 21:20:28.425555
428,Rancagua,22,2025-01-29 21:20:28.425555
429,Ranchi,44,2025-01-29 21:20:28.425555
430,Richmond Hill,20,2025-01-29 21:20:28.425555
431,Rio Claro,15,2025-01-29 21:20:28.425555
432,Rizhao,23,2025-01-29 21:20:28.425555
433,Roanoke,103,2025-01-29 21:20:28.425555
434,Robamba,28,2025-01-29 21:20:28.425555
435,Rockford,103,2025-01-29 21:20:28.425555
436,Ruse,17,2025-01-29 21:20:28.425555
437,Rustenburg,85,2025-01-29 21:20:28.425555
438,s-Hertogenbosch,67,2025-01-29 21:20:28.425555
439,Saarbrcken,38,2025-01-29 21:20:28.425555
440,Sagamihara,50,2025-01-29 21:20:28.425555
441,Saint Louis,103,2025-01-29 21:20:28.425555
442,Saint-Denis,79,2025-01-29 21:20:28.425555
443,Sal,62,2025-01-29 21:20:28.425555
444,Salala,71,2025-01-29 21:20:28.425555
445,Salamanca,60,2025-01-29 21:20:28.425555
446,Salinas,103,2025-01-29 21:20:28.425555
447,Salzburg,9,2025-01-29 21:20:28.425555
448,Sambhal,44,2025-01-29 21:20:28.425555
449,San Bernardino,103,2025-01-29 21:20:28.425555
450,San Felipe de Puerto Plata,27,2025-01-29 21:20:28.425555
451,San Felipe del Progreso,60,2025-01-29 21:20:28.425555
452,San Juan Bautista Tuxtepec,60,2025-01-29 21:20:28.425555
453,San Lorenzo,73,2025-01-29 21:20:28.425555
454,San Miguel de Tucumn,6,2025-01-29 21:20:28.425555
455,Sanaa,107,2025-01-29 21:20:28.425555
456,Santa Brbara dOeste,15,2025-01-29 21:20:28.425555
457,Santa F,6,2025-01-29 21:20:28.425555
458,Santa Rosa,75,2025-01-29 21:20:28.425555
459,Santiago de Compostela,87,2025-01-29 21:20:28.425555
460,Santiago de los Caballeros,27,2025-01-29 21:20:28.425555
461,Santo Andr,15,2025-01-29 21:20:28.425555
462,Sanya,23,2025-01-29 21:20:28.425555
463,Sasebo,50,2025-01-29 21:20:28.425555
464,Satna,44,2025-01-29 21:20:28.425555
465,Sawhaj,29,2025-01-29 21:20:28.425555
466,Serpuhov,80,2025-01-29 21:20:28.425555
467,Shahr-e Kord,46,2025-01-29 21:20:28.425555
468,Shanwei,23,2025-01-29 21:20:28.425555
469,Shaoguan,23,2025-01-29 21:20:28.425555
470,Sharja,101,2025-01-29 21:20:28.425555
471,Shenzhen,23,2025-01-29 21:20:28.425555
472,Shikarpur,72,2025-01-29 21:20:28.425555
473,Shimoga,44,2025-01-29 21:20:28.425555
474,Shimonoseki,50,2025-01-29 21:20:28.425555
475,Shivapuri,44,2025-01-29 21:20:28.425555
476,Shubra al-Khayma,29,2025-01-29 21:20:28.425555
477,Siegen,38,2025-01-29 21:20:28.425555
478,Siliguri (Shiliguri),44,2025-01-29 21:20:28.425555
479,Simferopol,100,2025-01-29 21:20:28.425555
480,Sincelejo,24,2025-01-29 21:20:28.425555
481,Sirjan,46,2025-01-29 21:20:28.425555
482,Sivas,97,2025-01-29 21:20:28.425555
483,Skikda,2,2025-01-29 21:20:28.425555
484,Smolensk,80,2025-01-29 21:20:28.425555
485,So Bernardo do Campo,15,2025-01-29 21:20:28.425555
486,So Leopoldo,15,2025-01-29 21:20:28.425555
487,Sogamoso,24,2025-01-29 21:20:28.425555
488,Sokoto,69,2025-01-29 21:20:28.425555
489,Songkhla,94,2025-01-29 21:20:28.425555
490,Sorocaba,15,2025-01-29 21:20:28.425555
491,Soshanguve,85,2025-01-29 21:20:28.425555
492,Sousse,96,2025-01-29 21:20:28.425555
493,South Hill,5,2025-01-29 21:20:28.425555
494,Southampton,102,2025-01-29 21:20:28.425555
495,Southend-on-Sea,102,2025-01-29 21:20:28.425555
496,Southport,102,2025-01-29 21:20:28.425555
497,Springs,85,2025-01-29 21:20:28.425555
498,Stara Zagora,17,2025-01-29 21:20:28.425555
499,Sterling Heights,103,2025-01-29 21:20:28.425555
500,Stockport,102,2025-01-29 21:20:28.425555
501,Sucre,14,2025-01-29 21:20:28.425555
502,Suihua,23,2025-01-29 21:20:28.425555
503,Sullana,74,2025-01-29 21:20:28.425555
504,Sultanbeyli,97,2025-01-29 21:20:28.425555
505,Sumqayit,10,2025-01-29 21:20:28.425555
506,Sumy,100,2025-01-29 21:20:28.425555
507,Sungai Petani,59,2025-01-29 21:20:28.425555
508,Sunnyvale,103,2025-01-29 21:20:28.425555
509,Surakarta,45,2025-01-29 21:20:28.425555
510,Syktyvkar,80,2025-01-29 21:20:28.425555
511,Syrakusa,49,2025-01-29 21:20:28.425555
512,Szkesfehrvr,43,2025-01-29 21:20:28.425555
513,Tabora,93,2025-01-29 21:20:28.425555
514,Tabriz,46,2025-01-29 21:20:28.425555
515,Tabuk,82,2025-01-29 21:20:28.425555
516,Tafuna,3,2025-01-29 21:20:28.425555
517,Taguig,75,2025-01-29 21:20:28.425555
518,Taizz,107,2025-01-29 21:20:28.425555
519,Talavera,75,2025-01-29 21:20:28.425555
520,Tallahassee,103,2025-01-29 21:20:28.425555
521,Tama,50,2025-01-29 21:20:28.425555
522,Tambaram,44,2025-01-29 21:20:28.425555
523,Tanauan,75,2025-01-29 21:20:28.425555
524,Tandil,6,2025-01-29 21:20:28.425555
525,Tangail,12,2025-01-29 21:20:28.425555
526,Tanshui,92,2025-01-29 21:20:28.425555
527,Tanza,75,2025-01-29 21:20:28.425555
